Age,Gender,Education Level,Job Title,Years of Experience,Salary
31,Male,Master's Degree,Engineer,6,125000
31,Male,Master's Degree,Engineer,6,125000
31,Male,Master's Degree,Engineer,6,125000
31,Male,Master's Degree,Engineer,6,125000
31,Male,Master's Degree,Engineer,6,125000
31,Male,Master's Degree,Engineer,6,125000
32,Male,Master's Degree,Engineer,8,122354
32,Male,Master's Degree,Engineer,8,122354
32,Male,Master's Degree,Engineer,8,122354
32,Male,Master's Degree,Engineer,8,121454
36,Male,Bachelor's Degree,Engineer,14,119224
36,Male,Bachelor's Degree,Engineer,14,119224
33,Male,Master's Degree,Engineer,10,117314
27,Male,Bachelor's Degree,Engineer,4,115000
30,Male,High School,Engineer,11,103947
30,Male,High School,Engineer,11,103947
35,Male,Master's Degree,Engineer,8,101332
35,Male,Master's Degree,Engineer,8,101332
29,Male,Bachelor's Degree,Engineer,6,88552
29,Male,Bachelor's Degree,Engineer,6,88552
29,Male,Bachelor's Degree,Engineer,6,88552
29,Male,Bachelor's Degree,Engineer,6,88035
54,Male,Master's Degree,Engineer,32,195270
54,Male,Master's Degree,Engineer,32,195270
54,Male,Master's Degree,Engineer,32,195270
48,Male,PhD,Engineer,26,194638
54,Male,Master's Degree,Engineer,31,193746
58,Male,Master's Degree,Engineer,27,190004
58,Male,Master's Degree,Engineer,27,190004
43,Male,Master's Degree,Engineer,21,187081
43,Male,Master's Degree,Engineer,21,187081
52,Male,Master's Degree,Engineer,27,186794
52,Male,Master's Degree,Engineer,27,186794
52,Male,Master's Degree,Engineer,27,186794
51,Male,Master's Degree,Engineer,28,186610
54,Male,Bachelor's Degree,Engineer,30,186321
43,Male,Master's Degree,Engineer,21,185119
43,Male,Master's Degree,Engineer,21,185119
45,Male,PhD,Engineer,13,185000
43,Male,Master's Degree,Engineer,19,185000
43,Male,Master's Degree,Engineer,19,185000
43,Male,Master's Degree,Engineer,19,185000
43,Male,Master's Degree,Engineer,19,185000
43,Male,Master's Degree,Engineer,19,185000
41,Male,Master's Degree,Engineer,19,185000
41,Male,Master's Degree,Engineer,19,185000
41,Male,Master's Degree,Engineer,19,185000
41,Male,Master's Degree,Engineer,19,185000
41,Male,Master's Degree,Engineer,19,185000
52,Male,Master's Degree,Engineer,26,184816
45,Male,Master's Degree,Engineer,22,182506
45,Male,Master's Degree,Engineer,22,182506
45,Male,Master's Degree,Engineer,22,182506
45,Male,Master's Degree,Engineer,22,181902
45,Male,Master's Degree,Engineer,21,180367
45,Male,Master's Degree,Engineer,21,180367
45,Male,Master's Degree,Engineer,21,180367
45,Male,Master's Degree,Engineer,21,180367
47,Male,PhD,Engineer,15,180000
42,Male,Master's Degree,Engineer,18,180000
42,Male,Master's Degree,Engineer,18,180000
42,Male,Master's Degree,Engineer,18,180000
42,Male,Master's Degree,Engineer,18,180000
42,Male,Master's Degree,Engineer,18,180000
42,Male,Master's Degree,Engineer,19,175684
28,Male,Bachelor's Degree,Engineer,7,175000
47,Male,PhD,Engineer,14,175000
46,Male,Master's Degree,Engineer,20,174938
46,Male,Master's Degree,Engineer,20,174938
46,Male,Master's Degree,Engineer,20,174938
46,Male,Bachelor's Degree,Engineer,22,174324
46,Male,Master's Degree,Engineer,21,174305
43,Male,PhD,Engineer,12,170000
42,Male,PhD,Engineer,12,170000
42,Male,PhD,Engineer,14,170000
42,Male,PhD,Engineer,14,170000
42,Male,PhD,Engineer,14,170000
42,Male,PhD,Engineer,14,170000
42,Male,PhD,Engineer,14,170000
42,Male,PhD,Engineer,14,170000
42,Male,PhD,Engineer,14,170000
42,Male,PhD,Engineer,14,170000
42,Male,PhD,Engineer,14,170000
42,Male,PhD,Engineer,14,170000
42,Male,PhD,Engineer,14,170000
42,Male,PhD,Engineer,14,170000
43,Male,High School,Engineer,22,165919
43,Male,High School,Engineer,22,165919
41,Male,Master's Degree,Engineer,11,165000
40,Male,PhD,Engineer,12,160000
40,Male,PhD,Engineer,12,160000
40,Male,PhD,Engineer,12,160000
40,Male,PhD,Engineer,12,160000
35,Male,Master's Degree,Engineer,8,155000
38,Male,Master's Degree,Engineer,10,155000
37,Male,Master's Degree,Engineer,10,155000
38,Male,Master's Degree,Engineer,10,155000
37,Male,Master's Degree,Engineer,10,155000
38,Male,Master's Degree,Engineer,10,155000
38,Male,Master's Degree,Engineer,10,155000
38,Male,Master's Degree,Engineer,10,155000
38,Male,Master's Degree,Engineer,10,155000
38,Male,Master's Degree,Engineer,10,155000
38,Male,Master's Degree,Engineer,10,155000
38,Male,Master's Degree,Engineer,10,155000
38,Male,Master's Degree,Engineer,10,155000
38,Male,Master's Degree,Engineer,10,155000
38,Male,Master's Degree,Engineer,10,155000
43,Male,Bachelor's Degree,Engineer,20,154281
44,Male,Master's Degree,Engineer,19,152203
44,Male,Master's Degree,Engineer,18,152168
44,Male,Master's Degree,Engineer,18,152168
44,Male,Master's Degree,Engineer,18,152168
37,Male,Master's Degree,Engineer,8,150000
37,Male,Master's Degree,Engineer,9,150000
37,Male,Master's Degree,Engineer,9,150000
37,Male,Master's Degree,Engineer,9,150000
37,Male,Master's Degree,Engineer,9,150000
37,Male,Master's Degree,Engineer,9,150000
37,Male,Master's Degree,Engineer,9,150000
37,Male,Master's Degree,Engineer,9,150000
37,Male,Master's Degree,Engineer,9,150000
37,Male,Master's Degree,Engineer,9,150000
37,Male,Master's Degree,Engineer,9,150000
38,Male,Master's Degree,Engineer,15,148437
38,Male,Master's Degree,Engineer,14,147708
37,Male,Master's Degree,Engineer,9,145000
37,Male,Master's Degree,Engineer,9,145000
37,Male,Master's Degree,Engineer,9,145000
37,Male,Master's Degree,Engineer,9,145000
35,Male,Master's Degree,Engineer,7,140000
31,Male,Master's Degree,Engineer,7,140000
36,Male,Master's Degree,Engineer,7,140000
36,Male,Master's Degree,Engineer,7,140000
31,Male,Master's Degree,Engineer,7,140000
31,Male,Master's Degree,Engineer,7,140000
36,Male,Master's Degree,Engineer,7,140000
31,Male,Master's Degree,Engineer,7,140000
31,Male,Master's Degree,Engineer,7,140000
36,Male,Master's Degree,Engineer,8,140000
36,Male,Master's Degree,Engineer,8,140000
36,Male,Master's Degree,Engineer,8,140000
36,Male,Master's Degree,Engineer,8,140000
36,Male,Master's Degree,Engineer,8,140000
33,Male,Master's Degree,Engineer,8,139817
33,Male,Master's Degree,Engineer,8,139817
36,Male,Bachelor's Degree,Engineer,13,135378
44,Male,Bachelor's Degree,Engineer,13,130000
44,Male,Bachelor's Degree,Engineer,13,130000
44,Male,Bachelor's Degree,Engineer,14,130000
44,Male,Bachelor's Degree,Engineer,14,130000
28,Male,Master's Degree,Engineer,6,108607
32,Male,Bachelor's Degree,Engineer,7,106218
32,Male,Bachelor's Degree,Engineer,7,106218
32,Male,Bachelor's Degree,Engineer,7,106218
32,Male,Bachelor's Degree,Engineer,7,106218
34,Male,Master's Degree,Engineer,9,105000
32,Male,Master's Degree,Engineer,6,100000
54,Other,High School,Engineer,29,158966
54,Other,High School,Engineer,29,158966
54,Other,High School,Engineer,29,158966
54,Other,High School,Engineer,29,158254
53,Other,High School,Engineer,31,166109
53,Other,High School,Engineer,31,166109
37,Other,Master's Degree,Engineer,14,161393
37,Other,Master's Degree,Engineer,14,161393
25,Other,High School,Engineer,2,69032
25,Other,High School,Engineer,2,69032
50,Female,Master's Degree,Marketing,19,190000
50,Female,Master's Degree,Marketing,19,190000
50,Female,Master's Degree,Marketing,19,190000
50,Female,Master's Degree,Marketing,19,190000
50,Female,Master's Degree,Marketing,19,190000
50,Female,Master's Degree,Marketing,19,190000
50,Female,Master's Degree,Marketing,19,190000
50,Female,Master's Degree,Marketing,19,190000
50,Female,Master's Degree,Marketing,19,190000
50,Female,Master's Degree,Marketing,19,190000
50,Female,Master's Degree,Marketing,19,190000
50,Female,Master's Degree,Marketing,19,190000
51,Female,Master's Degree,Marketing,19,190000
51,Female,Master's Degree,Marketing,19,190000
51,Female,Master's Degree,Marketing,19,190000
51,Female,Master's Degree,Marketing,19,190000
50,Female,Master's Degree,Marketing,18,180000
50,Female,Master's Degree,Marketing,15,150000
31,Female,Master's Degree,Marketing,8,120000
43,Female,Bachelor's Degree,Marketing,12,120000
41,Female,Bachelor's Degree,Marketing,11,110000
32,Female,Bachelor's Degree,Marketing,7,90000
32,Female,Bachelor's Degree,Marketing,7,90000
33,Female,Bachelor's Degree,Marketing,7,90000
33,Female,Bachelor's Degree,Marketing,7,90000
33,Female,Bachelor's Degree,Marketing,7,90000
33,Female,Bachelor's Degree,Marketing,7,90000
27,Female,Master's Degree,Marketing,4,80000
27,Female,Master's Degree,Marketing,4,80000
27,Female,Master's Degree,Marketing,4,80000
27,Female,Master's Degree,Marketing,4,80000
27,Female,Master's Degree,Marketing,4,80000
27,Female,Master's Degree,Marketing,4,80000
27,Female,Master's Degree,Marketing,4,80000
27,Female,Master's Degree,Marketing,4,80000
27,Female,Master's Degree,Marketing,4,80000
27,Female,Master's Degree,Marketing,4,80000
29,Female,Master's Degree,Marketing,4,80000
27,Female,Master's Degree,Marketing,4,80000
27,Female,Master's Degree,Marketing,4,80000
27,Female,Master's Degree,Marketing,4,80000
27,Female,Master's Degree,Marketing,4,80000
27,Female,Master's Degree,Marketing,4,80000
27,Female,Master's Degree,Marketing,4,80000
27,Female,Master's Degree,Marketing,4,80000
27,Female,Master's Degree,Marketing,4,80000
27,Female,Master's Degree,Marketing,4,80000
33,Female,Master's Degree,Marketing,6,75000
30,Female,Bachelor's Degree,Marketing,3,55000
43,Female,Master's Degree,Marketing,15,150000
43,Female,Master's Degree,Marketing,15,150000
43,Female,Master's Degree,Marketing,15,150000
42,Female,Master's Degree,Marketing,14,140000
42,Female,Master's Degree,Marketing,14,140000
42,Female,Master's Degree,Marketing,14,140000
42,Female,Master's Degree,Marketing,14,140000
42,Female,Master's Degree,Marketing,14,140000
42,Female,Master's Degree,Marketing,14,140000
42,Female,Master's Degree,Marketing,14,140000
42,Female,Master's Degree,Marketing,14,140000
42,Female,Master's Degree,Marketing,14,140000
42,Female,Master's Degree,Marketing,14,140000
42,Female,Master's Degree,Marketing,14,140000
42,Female,Master's Degree,Marketing,14,140000
38,Female,Master's Degree,Marketing,10,90000
26,Female,Bachelor's Degree,Marketing,4,60000
26,Female,Bachelor's Degree,Marketing,4,60000
28,Female,Master's Degree,Marketing,4,55000
25,Female,Master's Degree,Marketing,3,50000
27,Female,Master's Degree,Marketing,3,50000
49,Female,PhD,Marketing,20,200000
49,Female,PhD,Marketing,20,200000
49,Female,PhD,Marketing,20,200000
49,Female,PhD,Marketing,20,200000
48,Female,PhD,Marketing,19,190000
48,Female,PhD,Marketing,19,190000
45,Female,Master's Degree,Marketing,16,180000
47,Female,Master's Degree,Marketing,20,180000
49,Female,Master's Degree,Marketing,21,180000
49,Female,Master's Degree,Marketing,21,180000
35,Female,PhD,Marketing,12,170000
46,Female,Master's Degree,Marketing,17,170000
45,Female,Master's Degree,Marketing,16,160000
42,Female,Master's Degree,Marketing,13,130000
42,Female,Master's Degree,Marketing,13,130000
41,Female,Master's Degree,Marketing,12,120000
28,Female,PhD,Marketing,6,105000
28,Female,PhD,Marketing,6,105000
28,Female,PhD,Marketing,6,105000
28,Female,PhD,Marketing,6,105000
28,Female,PhD,Marketing,6,105000
28,Female,PhD,Marketing,6,105000
28,Female,PhD,Marketing,6,105000
28,Female,PhD,Marketing,6,105000
28,Female,PhD,Marketing,6,105000
28,Female,PhD,Marketing,6,105000
28,Female,PhD,Marketing,6,105000
28,Female,PhD,Marketing,6,105000
28,Female,PhD,Marketing,6,105000
28,Female,PhD,Marketing,6,105000
28,Female,PhD,Marketing,6,105000
28,Female,PhD,Marketing,6,105000
28,Female,PhD,Marketing,6,105000
39,Female,Master's Degree,Marketing,10,100000
32,Female,Bachelor's Degree,Marketing,8,80000
32,Female,Bachelor's Degree,Marketing,8,80000
32,Female,Bachelor's Degree,Marketing,8,80000
32,Female,Bachelor's Degree,Marketing,8,80000
32,Female,Bachelor's Degree,Marketing,8,80000
32,Female,Bachelor's Degree,Marketing,8,80000
32,Female,Bachelor's Degree,Marketing,8,80000
32,Female,Bachelor's Degree,Marketing,8,80000
32,Female,Bachelor's Degree,Marketing,8,80000
32,Female,Bachelor's Degree,Marketing,8,80000
32,Female,Bachelor's Degree,Marketing,8,80000
32,Female,Bachelor's Degree,Marketing,8,80000
33,Female,Bachelor's Degree,Marketing,8,80000
33,Female,Bachelor's Degree,Marketing,8,80000
33,Female,Bachelor's Degree,Marketing,8,80000
31,Female,Bachelor's Degree,Marketing,3,50000
30,Female,Bachelor's Degree,Marketing,2,40000
30,Female,Bachelor's Degree,Marketing,2,40000
33,Female,Bachelor's Degree,Marketing,5,70000
32,Female,Bachelor's Degree,Marketing,4,60000
30,Female,Bachelor's Degree,Marketing,4,57000
30,Female,Bachelor's Degree,Marketing,4,57000
30,Female,Bachelor's Degree,Marketing,4,57000
30,Female,Bachelor's Degree,Marketing,4,57000
30,Female,Bachelor's Degree,Marketing,4,57000
30,Female,Bachelor's Degree,Marketing,4,57000
30,Female,Bachelor's Degree,Marketing,4,57000
30,Female,Bachelor's Degree,Marketing,4,57000
30,Female,Bachelor's Degree,Marketing,4,57000
30,Female,Bachelor's Degree,Marketing,4,57000
30,Female,Bachelor's Degree,Marketing,4,57000
30,Female,Bachelor's Degree,Marketing,4,57000
29,Female,Bachelor's Degree,Marketing,3,55000
29,Female,Bachelor's Degree,Marketing,3,55000
29,Female,Bachelor's Degree,Marketing,3,55000
29,Female,Bachelor's Degree,Marketing,3,55000
29,Female,Bachelor's Degree,Marketing,3,55000
29,Female,Bachelor's Degree,Marketing,3,55000
29,Female,Bachelor's Degree,Marketing,3,55000
29,Female,Bachelor's Degree,Marketing,3,55000
29,Female,Bachelor's Degree,Marketing,3,55000
29,Female,Bachelor's Degree,Marketing,3,55000
29,Female,Bachelor's Degree,Marketing,3,55000
29,Female,Bachelor's Degree,Marketing,3,55000
30,Female,Bachelor's Degree,Marketing,4,50000
41,Female,Master's Degree,Marketing,13,131000
41,Female,Master's Degree,Marketing,13,131000
41,Female,Master's Degree,Marketing,13,131000
41,Female,Master's Degree,Marketing,13,131000
41,Female,Master's Degree,Marketing,13,131000
41,Female,Master's Degree,Marketing,13,131000
41,Female,Master's Degree,Marketing,13,131000
41,Female,Master's Degree,Marketing,13,131000
40,Female,Master's Degree,Marketing,12,122000
40,Female,Master's Degree,Marketing,12,122000
40,Female,Master's Degree,Marketing,12,122000
40,Female,Master's Degree,Marketing,12,122000
40,Female,Master's Degree,Marketing,12,122000
40,Female,Master's Degree,Marketing,12,122000
40,Female,Master's Degree,Marketing,12,122000
39,Female,Master's Degree,Marketing,11,120000
39,Female,Master's Degree,Marketing,11,120000
39,Female,Master's Degree,Marketing,11,120000
39,Female,Master's Degree,Marketing,11,120000
39,Female,Master's Degree,Marketing,11,120000
39,Female,Master's Degree,Marketing,11,120000
39,Female,Master's Degree,Marketing,11,120000
36,Female,Master's Degree,Marketing,9,100000
36,Female,Master's Degree,Marketing,9,100000
36,Female,Master's Degree,Marketing,9,100000
36,Female,Master's Degree,Marketing,9,100000
36,Female,Master's Degree,Marketing,9,100000
36,Female,Master's Degree,Marketing,9,100000
36,Female,Master's Degree,Marketing,9,100000
30,Female,Bachelor's Degree,Marketing,5,95000
30,Female,Bachelor's Degree,Marketing,5,95000
30,Female,Bachelor's Degree,Marketing,5,95000
30,Female,Bachelor's Degree,Marketing,5,95000
30,Female,Bachelor's Degree,Marketing,5,95000
30,Female,Bachelor's Degree,Marketing,5,95000
30,Female,Bachelor's Degree,Marketing,5,95000
30,Female,Bachelor's Degree,Marketing,5,95000
30,Female,Bachelor's Degree,Marketing,5,95000
30,Female,Bachelor's Degree,Marketing,5,95000
30,Female,Bachelor's Degree,Marketing,5,95000
30,Female,Bachelor's Degree,Marketing,5,95000
30,Female,Bachelor's Degree,Marketing,5,95000
30,Female,Bachelor's Degree,Marketing,5,95000
30,Female,Bachelor's Degree,Marketing,5,95000
30,Female,Bachelor's Degree,Marketing,5,90000
30,Female,Bachelor's Degree,Marketing,5,90000
30,Female,Bachelor's Degree,Marketing,5,90000
30,Female,Bachelor's Degree,Marketing,5,90000
30,Female,Bachelor's Degree,Marketing,5,90000
30,Female,Bachelor's Degree,Marketing,5,90000
30,Female,Bachelor's Degree,Marketing,5,90000
30,Female,Bachelor's Degree,Marketing,5,90000
30,Female,Bachelor's Degree,Marketing,5,90000
30,Female,Bachelor's Degree,Marketing,5,90000
30,Female,Bachelor's Degree,Marketing,5,90000
30,Female,Bachelor's Degree,Marketing,5,90000
30,Female,Bachelor's Degree,Marketing,5,90000
30,Female,Bachelor's Degree,Marketing,5,90000
30,Female,Bachelor's Degree,Marketing,5,90000
30,Female,Bachelor's Degree,Marketing,5,90000
30,Female,Bachelor's Degree,Marketing,5,90000
30,Female,Bachelor's Degree,Marketing,5,90000
30,Female,Bachelor's Degree,Marketing,5,90000
30,Female,Bachelor's Degree,Marketing,5,90000
30,Female,Bachelor's Degree,Marketing,5,90000
30,Female,Bachelor's Degree,Marketing,5,85000
30,Female,Bachelor's Degree,Marketing,5,85000
30,Female,Bachelor's Degree,Marketing,5,85000
30,Female,Bachelor's Degree,Marketing,5,85000
30,Female,Bachelor's Degree,Marketing,5,85000
30,Female,Bachelor's Degree,Marketing,5,85000
30,Female,Bachelor's Degree,Marketing,5,85000
30,Female,Bachelor's Degree,Marketing,5,85000
36,Female,Master's Degree,Marketing,8,85000
36,Female,Master's Degree,Marketing,8,85000
36,Female,Master's Degree,Marketing,8,85000
36,Female,Master's Degree,Marketing,8,85000
36,Female,Master's Degree,Marketing,8,85000
36,Female,Master's Degree,Marketing,8,85000
36,Female,Master's Degree,Marketing,8,85000
35,Female,Master's Degree,Marketing,8,85000
35,Female,Master's Degree,Marketing,8,85000
35,Female,Master's Degree,Marketing,8,85000
35,Female,Master's Degree,Marketing,8,85000
35,Female,Master's Degree,Marketing,8,85000
35,Female,Master's Degree,Marketing,8,85000
35,Female,Master's Degree,Marketing,8,85000
29,Female,Bachelor's Degree,Marketing,4,65000
29,Female,Bachelor's Degree,Marketing,4,65000
29,Female,Bachelor's Degree,Marketing,4,65000
29,Female,Bachelor's Degree,Marketing,4,65000
29,Female,Bachelor's Degree,Marketing,4,65000
29,Female,Bachelor's Degree,Marketing,4,65000
29,Female,Bachelor's Degree,Marketing,4,65000
29,Female,Bachelor's Degree,Marketing,4,65000
30,Female,Bachelor's Degree,Marketing,4,65000
30,Female,Bachelor's Degree,Marketing,4,65000
30,Female,Bachelor's Degree,Marketing,4,65000
30,Female,Bachelor's Degree,Marketing,4,65000
30,Female,Bachelor's Degree,Marketing,4,65000
30,Female,Bachelor's Degree,Marketing,4,65000
30,Female,Bachelor's Degree,Marketing,4,65000
30,Female,Bachelor's Degree,Marketing,4,65000
31,Female,Bachelor's Degree,Marketing,4,65000
31,Female,Bachelor's Degree,Marketing,4,65000
31,Female,Bachelor's Degree,Marketing,4,65000
31,Female,Bachelor's Degree,Marketing,4,65000
31,Female,Bachelor's Degree,Marketing,4,65000
31,Female,Bachelor's Degree,Marketing,4,65000
31,Female,Bachelor's Degree,Marketing,4,65000
31,Female,Bachelor's Degree,Marketing,4,65000
29,Female,Bachelor's Degree,Marketing,4,65000
28,Female,Bachelor's Degree,Marketing,3,60000
28,Female,Bachelor's Degree,Marketing,3,60000
28,Female,Bachelor's Degree,Marketing,3,60000
30,Female,Bachelor's Degree,Marketing,4,58000
30,Female,Bachelor's Degree,Marketing,4,58000
30,Female,Bachelor's Degree,Marketing,4,58000
30,Female,Bachelor's Degree,Marketing,4,58000
30,Female,Bachelor's Degree,Marketing,4,58000
30,Female,Bachelor's Degree,Marketing,4,58000
30,Female,Bachelor's Degree,Marketing,4,58000
30,Female,Bachelor's Degree,Marketing,4,58000
30,Female,Bachelor's Degree,Marketing,4,57000
30,Female,Bachelor's Degree,Marketing,4,57000
30,Female,Bachelor's Degree,Marketing,4,57000
30,Female,Bachelor's Degree,Marketing,4,57000
30,Female,Bachelor's Degree,Marketing,4,57000
30,Female,Bachelor's Degree,Marketing,4,57000
30,Female,Bachelor's Degree,Marketing,4,57000
30,Female,Bachelor's Degree,Marketing,4,57000
30,Female,Bachelor's Degree,Marketing,4,57000
30,Female,Bachelor's Degree,Marketing,4,57000
30,Female,Bachelor's Degree,Marketing,4,57000
30,Female,Bachelor's Degree,Marketing,4,57000
29,Female,Bachelor's Degree,Marketing,3,55000
29,Female,Bachelor's Degree,Marketing,3,55000
29,Female,Bachelor's Degree,Marketing,3,55000
29,Female,Bachelor's Degree,Marketing,3,55000
29,Female,Bachelor's Degree,Marketing,3,55000
29,Female,Bachelor's Degree,Marketing,3,55000
29,Female,Bachelor's Degree,Marketing,3,55000
29,Female,Bachelor's Degree,Marketing,3,55000
29,Female,Bachelor's Degree,Marketing,3,55000
29,Female,Bachelor's Degree,Marketing,3,55000
29,Female,Bachelor's Degree,Marketing,3,55000
29,Female,Bachelor's Degree,Marketing,3,55000
31,Female,Bachelor's Degree,Marketing,6,55000
27,Female,Bachelor's Degree,Marketing,2,50000
32,Female,Bachelor's Degree,Marketing,4,50000
26,Female,Bachelor's Degree,Marketing,1,45000
27,Female,Bachelor's Degree,Marketing,3,45000
28,Female,Bachelor's Degree,Marketing,2,41000
28,Female,Bachelor's Degree,Marketing,2,41000
26,Female,Master's Degree,Marketing,2,40000
25,Female,Master's Degree,Marketing,2,40000
26,Female,Bachelor's Degree,Marketing,2,40000
38,Female,Master's Degree,Marketing,14,170000
38,Female,Master's Degree,Marketing,14,170000
38,Female,Master's Degree,Marketing,14,170000
38,Female,Master's Degree,Marketing,14,170000
36,Female,Master's Degree,Marketing,11,160000
36,Female,Master's Degree,Marketing,11,160000
36,Female,Master's Degree,Marketing,11,160000
36,Female,Master's Degree,Marketing,11,160000
36,Female,Master's Degree,Marketing,11,160000
35,Female,Master's Degree,Marketing,11,160000
35,Female,Master's Degree,Marketing,11,160000
35,Female,Master's Degree,Marketing,11,160000
35,Female,Master's Degree,Marketing,11,160000
35,Female,Master's Degree,Marketing,11,160000
39,Female,Master's Degree,Marketing,14,170000
39,Female,Master's Degree,Marketing,14,170000
39,Female,Master's Degree,Marketing,14,170000
39,Female,Master's Degree,Marketing,14,170000
38,Female,Master's Degree,Marketing,14,170000
38,Female,Master's Degree,Marketing,14,170000
38,Female,Master's Degree,Marketing,14,170000
38,Female,Master's Degree,Marketing,14,170000
39,Female,Master's Degree,Marketing,12,150000
39,Female,Master's Degree,Marketing,12,150000
39,Female,Master's Degree,Marketing,12,150000
39,Female,Master's Degree,Marketing,12,150000
39,Female,Master's Degree,Marketing,12,150000
33,Female,Bachelor's Degree,Marketing,9,140000
46,Female,Master's Degree,Marketing,14,140000
42,Female,Master's Degree,Marketing,16,137000
33,Female,Master's Degree,Marketing,9,135000
33,Female,Master's Degree,Marketing,9,135000
33,Female,Master's Degree,Marketing,9,135000
33,Female,Master's Degree,Marketing,9,135000
33,Female,Master's Degree,Marketing,9,135000
33,Female,Master's Degree,Marketing,9,135000
33,Female,Master's Degree,Marketing,9,135000
33,Female,Master's Degree,Marketing,9,135000
33,Female,Master's Degree,Marketing,9,135000
33,Female,Master's Degree,Marketing,9,135000
33,Female,Master's Degree,Marketing,9,135000
33,Female,Master's Degree,Marketing,9,135000
33,Female,Master's Degree,Marketing,9,135000
33,Female,Master's Degree,Marketing,9,135000
33,Female,Master's Degree,Marketing,9,135000
33,Female,Master's Degree,Marketing,9,135000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
33,Female,Master's Degree,Marketing,9,130000
37,Female,Master's Degree,Marketing,12,125000
37,Female,Master's Degree,Marketing,12,125000
37,Female,Master's Degree,Marketing,12,125000
37,Female,Master's Degree,Marketing,12,125000
37,Female,Master's Degree,Marketing,12,125000
37,Female,Master's Degree,Marketing,12,125000
37,Female,Master's Degree,Marketing,12,125000
37,Female,Master's Degree,Marketing,12,125000
32,Female,Bachelor's Degree,Marketing,7,120000
33,Female,Master's Degree,Marketing,8,120000
32,Female,Master's Degree,Marketing,8,120000
33,Female,Master's Degree,Marketing,8,120000
33,Female,Master's Degree,Marketing,8,120000
39,Female,Master's Degree,Marketing,11,120000
39,Female,Master's Degree,Marketing,11,120000
39,Female,Master's Degree,Marketing,11,120000
39,Female,Master's Degree,Marketing,11,120000
39,Female,Master's Degree,Marketing,11,120000
39,Female,Master's Degree,Marketing,11,120000
39,Female,Master's Degree,Marketing,11,120000
39,Female,Master's Degree,Marketing,11,120000
43,Female,Bachelor's Degree,Marketing,12,120000
43,Female,Bachelor's Degree,Marketing,12,120000
36,Female,Master's Degree,Marketing,11,117000
36,Female,Master's Degree,Marketing,11,117000
36,Female,Master's Degree,Marketing,11,117000
36,Female,Master's Degree,Marketing,11,117000
36,Female,Master's Degree,Marketing,11,117000
36,Female,Master's Degree,Marketing,11,117000
36,Female,Master's Degree,Marketing,11,117000
36,Female,Master's Degree,Marketing,11,117000
32,Female,Bachelor's Degree,Marketing,8,115000
28,Female,Master's Degree,Marketing,7,110000
28,Female,Master's Degree,Marketing,7,110000
28,Female,Master's Degree,Marketing,7,110000
28,Female,Master's Degree,Marketing,7,110000
28,Female,Master's Degree,Marketing,7,110000
28,Female,Master's Degree,Marketing,7,110000
28,Female,Master's Degree,Marketing,7,110000
28,Female,Master's Degree,Marketing,7,110000
28,Female,Master's Degree,Marketing,7,110000
28,Female,Master's Degree,Marketing,7,110000
28,Female,Master's Degree,Marketing,7,110000
28,Female,Master's Degree,Marketing,7,110000
28,Female,Master's Degree,Marketing,7,110000
28,Female,Master's Degree,Marketing,7,110000
28,Female,Master's Degree,Marketing,7,110000
28,Female,Master's Degree,Marketing,7,110000
28,Female,Master's Degree,Marketing,7,110000
28,Female,Master's Degree,Marketing,7,110000
38,Female,Master's Degree,Marketing,10,110000
39,Female,Master's Degree,Marketing,10,110000
39,Female,Master's Degree,Marketing,10,110000
39,Female,Master's Degree,Marketing,10,110000
39,Female,Master's Degree,Marketing,10,110000
39,Female,Master's Degree,Marketing,10,110000
39,Female,Master's Degree,Marketing,10,110000
39,Female,Master's Degree,Marketing,10,110000
37,Female,Master's Degree,Marketing,10,110000
38,Female,Master's Degree,Marketing,10,110000
38,Female,Master's Degree,Marketing,10,110000
38,Female,Master's Degree,Marketing,10,110000
38,Female,Master's Degree,Marketing,10,110000
38,Female,Master's Degree,Marketing,10,110000
38,Female,Master's Degree,Marketing,10,110000
38,Female,Master's Degree,Marketing,10,110000
35,Female,Master's Degree,Marketing,10,110000
