Age,Gender,Education Level,Job Title,Years of Experience,Salary
27,Female,Bachelor's Degree,Developer,3,61000
31,Male,Bachelor's Degree,Analyst,9,190000
27,Female,Master's Degree,HR,5,80000
31,Male,Bachelor's Degree,Engineer,4,65000
39,Female,Bachelor's Degree,Financial,15,200000
27,Female,Master's Degree,HR,3,50000
33,Male,Master's Degree,Scientist,10,195000
30,Male,PhD,Scientist,7,185000
36,Female,PhD,Scientist,12,170000
27,Male,High School,Sales,2,40000
28,Female,Master's Degree,Scientist,6,150000
34,Male,Master's Degree,Scientist,9,140000
41,Female,PhD,Scientist,16,200000
30,Male,Master's Degree,Engineer,6,105725
27,Male,Bachelor's Degree,Developer,2,65000
28,Male,Bachelor's Degree,Developer,3,60000
26,Male,Bachelor's Degree,Analyst,3,130000
49,Male,PhD,Engineer,17,195000
31,Female,PhD,Scientist,8,140000
25,Female,High School,Sales,1,35000
40,Male,PhD,Scientist,15,150000
35,Female,Bachelor's Degree, Analyst,8,85000
24,Female,High School,Sales,0,25000
33,Female,Bachelor's Degree,Engineer,7,130000
29,Male,Bachelor's Degree, Analyst,3,50000
32,Female,PhD,Scientist,10,193000
36,Female,PhD,Scientist,12,170000
41,Female,Bachelor's Degree,Engineer,20,151315
23,Female,Bachelor's Degree,Engineer,1,50000
32,Male,Bachelor's Degree,Product,7,120000
42,Female,Master's Degree,Sales,13,130000
34,Male,Master's Degree,Analyst,8,100000
29,Female,High School,Sales,1,26000
42,Male,PhD,Scientist,12,130000
28,Male,Master's Degree,Developer,5,80000
26,Female,Bachelor's Degree,Developer,3,55000
42,Male,PhD,Scientist,13,140000
54,Female,PhD,Engineer,32,191510
37,Male,Master's Degree,Analyst,9,105000
28,Male,Master's Degree,Product,3,130000
33,Female,Bachelor's Degree,Engineer,7,130000
49,Male,PhD,Engineer,17,195000
24,Female,High School,Sales,1,30000
27,Male,Bachelor's Degree,Product,2,65000
33,Female,Master's Degree,Developer,9,119918
42,Male,PhD,Engineer,14,190000
25,Male,Bachelor's Degree,Product,1,60000
28,Female,Bachelor's Degree,Developer,2,37000
50,Female,Bachelor's Degree,Engineer,25,177177
26,Male,Bachelor's Degree,Product,2,55000
29,Female,High School,Sales,2,40000
31,Male,Bachelor's Degree,Analyst,9,195000
31,Male,Bachelor's Degree,Sales,9,140000
28,Male,Bachelor's Degree,Analyst,3,52000
45,Male,PhD,HR,14,140000
27,Male,Bachelor's Degree,Product,2,55000
33,Male,Master's Degree,Developer,6,130000
26,Female,Master's Degree,Developer,3,90000
29,Female,Master's Degree,HR,3,49000
39,Female,Bachelor's Degree,Financial,16,200000
29,Female,Bachelor's Degree,Engineer,6,103579
43,Female,PhD,Engineer,14,190000
25,Female,High School,Sales,1,35000
28,Male,High School,Sales,2,35000
42,Male,Master's Degree,Product,14,180000
45,Male,PhD,Engineer,15,185000
41,Female,PhD,Scientist,16,200000
26,Male,Bachelor's Degree,Product,2,55000
46,Male,PhD,Scientist,18,160000
27,Male,Bachelor's Degree,Developer,2,70000
37,Female,Master's Degree,Engineer,9,155000
27,Female,High School,HR,1,30000
32,Male,Master's Degree,Engineer,8,122354
43,Male,Bachelor's Degree,Engineer,20,143084
32,Male,Bachelor's Degree,Product,7,120000
44,Female,Master's Degree,HR,15,152000
27,Male,Bachelor's Degree,Product,2,55000
34,Female,Master's Degree,Engineer,7,130000
28,Female,High School,Sales,3,40000
52,Female,PhD,Engineer,29,194778
29,Female,Bachelor's Degree,Financial,4,55000
27,Male,Bachelor's Degree,Product,3,60000
27,Female,High School,HR,1,32000
30,Male,Bachelor's Degree,Product,8,185000
28,Male,Bachelor's Degree,Engineer,3,85000
42,Male,PhD,Engineer,14,170000
41,Female,PhD,Scientist,16,200000
29,Female,High School,Sales,1,26000
25,Male,Bachelor's Degree,Engineer,1,55000
29,Female,Master's Degree,Scientist,6,180000
31,Male,Bachelor's Degree,HR,4,50000
32,Male,Bachelor's Degree,Product,7,120000
24,Male,Bachelor's Degree,Analyst,1,90000
53,Male,PhD,Engineer,25,181714
41,Female,PhD,Scientist,16,200000
31,Male,High School,Sales,3,50000
29,Male,Bachelor's Degree,Engineer,6,170000
29,Female,Bachelor's Degree,Developer,4,90000
29,Female,Master's Degree,Developer,3,90000
42,Male,Master's Degree,Product,14,180000
24,Female,Bachelor's Degree,Developer,1,60000
32,Female,Master's Degree,Engineer,7,100000
33,Male,Bachelor's Degree,Developer,5,70000
27,Female,Bachelor's Degree,Engineer,2,48000
29,Female,Master's Degree,Scientist,6,180000
32,Male,Bachelor's Degree,Engineer,8,190000
35,Male,Bachelor's Degree,Developer,8,140000
34,Female,Bachelor's Degree, Analyst,6,70000
25,Female,Bachelor's Degree,Analyst,2,110000
42,Female,Master's Degree,Engineer,14,163558
31,Male,Bachelor's Degree,Analyst,9,190000
31,Male,Master's Degree,Engineer,7,140000
25,Male,High School,Sales,1,30000
26,Male,Bachelor's Degree,Developer,2,60000
56,Male,PhD,Engineer,17,195000
30,Female,Master's Degree,Developer,5,105000
29,Male,Bachelor's Degree,Engineer,4,70000
42,Female,Master's Degree,Engineer,14,163978
27,Female,Bachelor's Degree,Engineer,3,70000
28,Female,Bachelor's Degree,Engineer,5,160000
29,Female,Bachelor's Degree,Engineer,4,140000
28,Female,Bachelor's Degree, Analyst,3,60000
38,Male,Bachelor's Degree,Product,13,160000
37,Male,Bachelor's Degree,Analyst,11,160000
31,Female,PhD,Scientist,8,140000
33,Male,Master's Degree,Scientist,8,120000
28,Male,Bachelor's Degree,Developer,4,65000
27,Male,Bachelor's Degree,Product,1,45000
27,Male,Bachelor's Degree,Engineer,3,80000
26,Male,High School,Sales,2,30000
42,Female,Master's Degree,HR,12,120000
41,Female,PhD,Engineer,14,180000
34,Male,Bachelor's Degree,Product,9,185000
34,Male,Bachelor's Degree,Developer,3,50000
43,Male,Master's Degree,Engineer,20,167924
29,Female,Master's Degree,Scientist,6,180000
28,Female,Master's Degree,Engineer,4,110000
38,Male,Master's Degree,Engineer,10,155000
30,Male,Bachelor's Degree,Analyst,2,40000
27,Male,Bachelor's Degree,Developer,2,65000
39,Female,Master's Degree,HR,11,120000
30,Male,Bachelor's Degree,Engineer,8,190000
41,Male,PhD,Scientist,15,157000
30,Female,Bachelor's Degree,Developer,4,65000
41,Female,PhD,Scientist,16,200000
26,Male,Bachelor's Degree,Engineer,1,52000
42,Male,PhD,Scientist,14,140000
36,Female,PhD,Scientist,12,170000
28,Male,Bachelor's Degree,Developer,2,45000
44,Male,PhD,Scientist,15,150000
31,Male,Master's Degree,Engineer,7,140000
29,Female,Master's Degree,Developer,5,70000
43,Female,PhD,Engineer,14,190000
46,Male,PhD,Scientist,18,160000
27,Male,Bachelor's Degree,Developer,3,60000
43,Male,Master's Degree,Engineer,20,167924
27,Male,Bachelor's Degree,Analyst,2,110000
23,Male,Bachelor's Degree,Engineer,1,60000
29,Male,Bachelor's Degree,Developer,4,80000
37,Female,Master's Degree,HR,9,95000
45,Female,Master's Degree,Engineer,23,174336
34,Male,Master's Degree,Engineer,9,125000
26,Male,Master's Degree,Product,2,120000
26,Male,High School,Sales,2,31000
27,Male,Bachelor's Degree,Engineer,3,80000
23,Male,PhD,Engineer,0,52612
24,Female,High School,Sales,0,25000
26,Male,Bachelor's Degree,Analyst,3,130000
37,Male,Master's Degree,Engineer,9,150000
32,Male,Master's Degree,Developer,6,130000
41,Male,PhD,Scientist,15,155000
36,Male,Bachelor's Degree,Sales,11,160000
28,Female,Bachelor's Degree, Analyst,3,65000
29,Male,Bachelor's Degree, Analyst,4,70000
29,Male,Master's Degree,HR,4,70000
34,Male,Bachelor's Degree,Developer,4,65000
31,Male,Bachelor's Degree,Developer,6,85000
23,Male,PhD,Engineer,0,52612
47,Male,PhD,Engineer,16,185000
38,Male,Master's Degree,HR,8,95000
33,Female,Master's Degree,Product,11,198000
33,Male,Master's Degree,Engineer,6,130000
35,Female,Master's Degree,HR,8,92000
37,Male,Bachelor's Degree,Analyst,11,160000
32,Female,Master's Degree,Engineer,6,115000
25,Male,Bachelor's Degree,Engineer,1,55000
28,Female,Bachelor's Degree,Engineer,3,125000
54,Male,PhD,Engineer,17,195000
26,Male,Bachelor's Degree,Developer,3,60000
28,Male,PhD,Sales,4,55000
45,Male,PhD,Engineer,16,185000
24,Female,Bachelor's Degree,Developer,2,55000
39,Male,Master's Degree,HR,11,100000
43,Female,PhD,Engineer,14,190000
29,Female,Master's Degree,Scientist,6,180000
24,Male,Bachelor's Degree,Analyst,2,95000
27,Female,Master's Degree,Engineer,3,100000
28,Female,Bachelor's Degree,Sales,2,40000
31,Female,Bachelor's Degree,Engineer,6,155000
49,Male,PhD,Engineer,17,195000
30,Female,Bachelor's Degree,HR,4,55000
26,Male,Master's Degree,Developer,3,73640
39,Female,Master's Degree,Engineer,11,160000
39,Female,PhD,Scientist,13,145000
28,Male,High School,Developer,2,43000
36,Female,PhD,Scientist,13,185000
27,Male,PhD,Scientist,2,115000
54,Male,Bachelor's Degree,Engineer,25,179756
36,Male,PhD,Scientist,12,170000
38,Male,Bachelor's Degree,Developer,14,136449
23,Male,Bachelor's Degree,Sales,1,35000
30,Male,Bachelor's Degree,Engineer,5,75000
27,Female,Bachelor's Degree,Engineer,3,70000
21,Female,High School,Sales,0,25000
25,Female,Master's Degree,HR,1,32000
31,Female,Master's Degree,Financial,7,120000
24,Female,Bachelor's Degree,Developer,2,55000
41,Female,Master's Degree,Analyst,13,80000
38,Female,Master's Degree,Developer,10,155000
31,Female,Bachelor's Degree,Developer,6,110000
30,Female,Master's Degree,Developer,6,130000
33,Female,Bachelor's Degree,Developer,5,70000
23,Male,High School,Sales,1,35000
35,Male,Bachelor's Degree,Engineer,8,145000
33,Female,Bachelor's Degree,Engineer,6,115000
28,Male,Bachelor's Degree,Developer,2,40000
28,Female,Master's Degree,Scientist,6,155000
51,Male,PhD,Scientist,24,240000
23,Female,Bachelor's Degree,Engineer,1,50000
43,Male,PhD,Engineer,13,185000
30,Male,Bachelor's Degree,Analyst,5,160000
27,Female,Bachelor's Degree,Product,2,65000
25,Female,Bachelor's Degree,Developer,1,35000
44,Female,Master's Degree,Engineer,11,170000
31,Female,Bachelor's Degree,Developer,3,50000
29,Female,Bachelor's Degree,Developer,3,60000
42,Female,PhD,Scientist,16,150000
54,Male,PhD,Engineer,17,195000
30,Female,Master's Degree,HR,3,49000
41,Female,PhD,Engineer,13,138662
31,Male,Master's Degree,Engineer,7,140000
34,Male,Master's Degree,Analyst,8,100000
24,Male,Bachelor's Degree,Analyst,1,95000
27,Female,Bachelor's Degree,Analyst,5,120000
32,Male,Master's Degree,Engineer,8,122354
21,Female,High School,Sales,0,25000
60,Male,PhD,Engineer,18,195000
25,Female,Bachelor's Degree,Developer,1,55000
30,Male,Bachelor's Degree,Engineer,4,65000
33,Male,Master's Degree,Scientist,10,195000
27,Female,Bachelor's Degree,HR,2,42000
29,Male,Bachelor's Degree,Engineer,4,65000
31,Female,Bachelor's Degree,Engineer,7,108267
30,Male,Bachelor's Degree,Developer,4,95000
36,Male,Bachelor's Degree,Sales,5,70000
27,Male,Bachelor's Degree,Developer,3,80000
42,Male,Bachelor's Degree,Financial,13,130000
29,Female,High School,Sales,1,26000
33,Female,Bachelor's Degree,Engineer,7,130000
38,Male,Master's Degree,Engineer,16,154990
41,Male,PhD,Scientist,13,140000
27,Male,Bachelor's Degree,Developer,3,80000
31,Male,Bachelor's Degree,Analyst,9,195000
31,Male,Bachelor's Degree,Engineer,9,180000
32,Female,Master's Degree,Engineer,7,100000
28,Female,Bachelor's Degree,Engineer,5,160000
35,Male,Bachelor's Degree,Financial,9,100000
28,Female,Bachelor's Degree, Analyst,3,65000
30,Female,Bachelor's Degree,Engineer,5,90000
50,Male,Master's Degree,Engineer,21,166512
29,Male,Bachelor's Degree, Analyst,2,55000
48,Male,PhD,Scientist,18,210000
35,Female,Master's Degree,Analyst,9,120000
33,Male,High School,Sales,1,25000
28,Female,High School,Sales,1,30000
27,Male,Bachelor's Degree,Developer,2,65000
30,Female,PhD,Scientist,7,185000
34,Male,Master's Degree,Scientist,9,140000
27,Female,Bachelor's Degree,Sales,1,35000
33,Female,Bachelor's Degree,Engineer,9,133326
32,Male,Bachelor's Degree,Engineer,8,180000
30,Female,PhD,Scientist,7,170000
51,Male,PhD,Engineer,19,200000
40,Female,PhD,Engineer,12,160000
40,Female,PhD,Engineer,12,160000
43,Male,PhD,Engineer,13,185000
28,Male,Master's Degree,Product,3,130000
46,Male,Master's Degree,Engineer,20,174938
26,Female,High School,HR,2,35000
31,Male,Master's Degree,Scientist,9,185000
54,Male,PhD,Engineer,28,182013
29,Male,Bachelor's Degree, Analyst,4,70000
27,Female,Bachelor's Degree,Developer,3,61000
29,Male,Bachelor's Degree,Analyst,7,130000
48,Male,PhD,Scientist,18,210000
27,Male,High School,Sales,2,35000
33,Male,Master's Degree,Scientist,10,195000
28,Female,Bachelor's Degree,Developer,2,37000
31,Male,Master's Degree,Scientist,9,185000
24,Female,High School,Sales,1,30000
33,Male,Master's Degree,Scientist,8,120000
43,Male,PhD,Scientist,16,162000
31,Female,Bachelor's Degree,HR,4,50000
22,Male,Bachelor's Degree,Engineer,1,50000
33,Female,Master's Degree,Engineer,8,105000
46,Male,Bachelor's Degree,Engineer,25,166958
29,Male,Bachelor's Degree,Engineer,6,88552
28,Female,Bachelor's Degree,Developer,2,37000
27,Male,Bachelor's Degree,Engineer,4,115000
38,Female,Master's Degree,Developer,10,155000
33,Male,PhD,HR,9,120000
44,Male,PhD,Engineer,19,172955
33,Female,Master's Degree,Product,11,198000
30,Male,High School,HR,2,33000
30,Female,PhD,Scientist,5,180000
45,Male,Master's Degree,Engineer,19,163780
29,Female,Bachelor's Degree,Engineer,4,140000
27,Male,Bachelor's Degree,Developer,2,65000
46,Male,PhD,Analyst,19,150000
27,Female,Master's Degree,HR,3,50000
28,Female,Bachelor's Degree, Analyst,3,60000
34,Female,Bachelor's Degree,HR,9,99000
27,Male,PhD,Scientist,2,115000
47,Male,PhD,Engineer,14,175000
42,Female,Master's Degree,HR,12,120000
42,Male,Master's Degree,Engineer,18,180000
41,Male,PhD,Engineer,13,185000
33,Male,PhD,Sales,10,155000
25,Male,Bachelor's Degree,Product,1,60000
31,Female,PhD,Scientist,8,140000
42,Male,PhD,Engineer,14,190000
26,Male,High School,Financial,3,45000
40,Male,PhD,Engineer,12,160000
28,Female,Bachelor's Degree,Developer,2,65000
27,Male,Bachelor's Degree,Developer,1,50000
36,Male,Bachelor's Degree,Engineer,8,135000
24,Female,High School,Sales,1,30000
44,Male,PhD,Engineer,12,170000
41,Female,PhD,Scientist,16,200000
30,Female,PhD,Scientist,6,100000
33,Female,Master's Degree,Engineer,9,126753
34,Male,Master's Degree,Analyst,8,100000
32,Male,High School,Sales,3,40000
28,Female,Master's Degree,HR,2,45000
24,Female,Bachelor's Degree,Sales,1,35000
27,Male,Bachelor's Degree,Developer,3,80000
39,Female,PhD,Scientist,13,145000
35,Female,Master's Degree,Engineer,11,151078
27,Male,Bachelor's Degree,Engineer,5,150000
29,Female,Master's Degree,Developer,5,70000
36,Male,PhD,Scientist,11,135000
29,Female,Master's Degree,Developer,3,90000
24,Female,Bachelor's Degree,Developer,2,55000
24,Male,PhD,Engineer,1,106686
36,Male,Bachelor's Degree,Developer,12,137878
36,Male,Bachelor's Degree,Sales,11,160000
42,Male,PhD,Scientist,13,140000
43,Female,PhD,Engineer,14,190000
45,Male,Master's Degree,Engineer,21,180367
34,Female,Bachelor's Degree,Engineer,7,130000
23,Male,Bachelor's Degree,Sales,1,35000
32,Female,Master's Degree,Engineer,6,130000
45,Male,PhD,HR,14,140000
46,Male,PhD,Engineer,15,180000
27,Male,Bachelor's Degree,Engineer,3,80000
29,Female,High School,Sales,1,26000
29,Male,Bachelor's Degree,Engineer,4,70000
28,Male,High School,Sales,2,35000
26,Male,Bachelor's Degree, Analyst,2,50000
23,Female,High School,Developer,1,52807
28,Female,Master's Degree,Scientist,6,150000
37,Male,Bachelor's Degree,Analyst,11,160000
25,Male,Bachelor's Degree,Product,1,60000
48,Male,PhD,Scientist,18,210000
31,Male,Master's Degree,Product,6,120000
49,Male,PhD,Engineer,15,185000
33,Female,Bachelor's Degree,Engineer,7,130000
54,Male,Bachelor's Degree,Engineer,25,179756
33,Female,Bachelor's Degree,Engineer,6,115000
43,Female,Master's Degree,HR,14,146000
29,Female,Bachelor's Degree,Sales,6,75000
44,Female,PhD,HR,13,135000
27,Male,Bachelor's Degree,Engineer,3,80000
41,Female,PhD,Scientist,16,200000
31,Male,Master's Degree,Engineer,7,140000
27,Male,Bachelor's Degree,Developer,3,80000
33,Female,Master's Degree,Developer,10,119419
46,Male,PhD,Scientist,18,180000
33,Female,Master's Degree,Engineer,8,122970
31,Male,Bachelor's Degree,Analyst,9,195000
29,Female,Master's Degree,HR,4,70000
38,Male,Bachelor's Degree,Product,13,160000
56,Male,PhD,Engineer,17,195000
25,Male,Bachelor's Degree,Analyst,2,115000
44,Male,Master's Degree,Engineer,11,170000
33,Female,Master's Degree,Product,11,195000
31,Female,PhD,Scientist,8,140000
27,Female,Master's Degree,Developer,2,70000
36,Male,Bachelor's Degree,Sales,11,160000
25,Female,Master's Degree,Analyst,1,100000
30,Female,PhD,Scientist,5,180000
33,Male,Bachelor's Degree,Product,8,130000
54,Female,PhD,Engineer,32,191267
34,Male,Master's Degree,Scientist,9,125000
35,Female,Master's Degree,Analyst,9,120000
29,Male,Bachelor's Degree, Analyst,4,75000
26,Male,Bachelor's Degree,Product,2,55000
40,Male,PhD,Scientist,15,150000
46,Female,PhD,Engineer,21,174821
37,Male,Bachelor's Degree,Analyst,11,160000
32,Female,PhD,Scientist,9,145000
23,Male,Bachelor's Degree,Developer,1,55000
29,Female,Bachelor's Degree,Financial,4,55000
30,Female,Bachelor's Degree,Sales,5,70000
44,Male,Master's Degree,Engineer,11,170000
23,Female,Bachelor's Degree,Engineer,1,50000
34,Female,Bachelor's Degree,HR,6,75000
26,Male,Bachelor's Degree,Analyst,3,130000
29,Male,Bachelor's Degree,Engineer,4,65000
25,Female,Bachelor's Degree,Developer,1,35000
54,Female,PhD,Engineer,32,191267
41,Female,Bachelor's Degree,Engineer,20,151315
33,Male,PhD,Sales,10,155000
29,Male,Bachelor's Degree,Engineer,3,90000
25,Female,Master's Degree,Engineer,2,60000
31,Male,Bachelor's Degree,Engineer,4,65000
43,Male,PhD,Scientist,16,160000
31,Female,PhD,Scientist,8,140000
27,Female,Bachelor's Degree,Engineer,3,70000
32,Female,Master's Degree,Financial,8,120000
31,Male,High School,HR,2,35000
54,Male,PhD,Engineer,16,190000
26,Male,Bachelor's Degree,Engineer,1,55000
27,Male,Bachelor's Degree,Product,2,55000
31,Female,Master's Degree,Scientist,6,170000
34,Male,Master's Degree,HR,10,105000
28,Male,Bachelor's Degree,Engineer,5,160000
36,Male,Master's Degree,Product,10,160000
24,Male,High School,Sales,1,25000
44,Male,PhD,Scientist,16,160000
43,Male,PhD,Engineer,13,185000
34,Female,Bachelor's Degree,Financial,5,70000
29,Female,High School,Sales,1,25000
23,Male,PhD,Engineer,0,52779
45,Male,PhD,Engineer,16,185000
32,Female,Bachelor's Degree,Developer,2,45000
31,Male,Bachelor's Degree,Analyst,9,190000
43,Female,PhD,Engineer,19,156486
24,Male,Bachelor's Degree,Analyst,1,90000
25,Male,Bachelor's Degree,Product,1,60000
29,Female,Master's Degree,Scientist,6,150000
27,Male,Bachelor's Degree,Engineer,3,60000
28,Male,Bachelor's Degree,Engineer,4,75000
28,Male,Bachelor's Degree,Engineer,3,125000
37,Male,Master's Degree,Engineer,9,150000
50,Male,PhD,Engineer,19,200000
43,Male,PhD,Engineer,13,180000
32,Female,Bachelor's Degree,Scientist,9,185000
33,Male,Master's Degree,Engineer,8,139817
28,Male,High School,HR,1,32000
30,Female,Bachelor's Degree,Engineer,5,100000
39,Female,Master's Degree,Engineer,12,160000
50,Male,Bachelor's Degree,Developer,23,175966
29,Female,Master's Degree,Scientist,6,150000
50,Female,Bachelor's Degree,Sales,15,150000
28,Female,Bachelor's Degree,Developer,2,65000
22,Male,Bachelor's Degree,Developer,1,50000
30,Male,Bachelor's Degree,Developer,5,100000
26,Female,Master's Degree,HR,3,50000
39,Female,Bachelor's Degree,Financial,16,200000
34,Male,Bachelor's Degree,Developer,3,50000
27,Female,Bachelor's Degree,Engineer,3,70000
37,Male,Bachelor's Degree,Analyst,11,160000
24,Male,Bachelor's Degree,Analyst,1,90000
38,Male,Master's Degree,Engineer,10,155000
30,Male,PhD,Scientist,5,180000
42,Male,PhD,Engineer,14,190000
25,Female,Master's Degree,Analyst,1,100000
35,Female,Master's Degree,Analyst,9,120000
24,Female,High School,Sales,1,30000
35,Female,Master's Degree,HR,8,92000
32,Male,Master's Degree,Product,7,110000
32,Male,Master's Degree,Product,7,110000
32,Male,Master's Degree,Engineer,8,121454
28,Male,Bachelor's Degree,Analyst,3,52000
39,Female,Master's Degree,Engineer,12,160000
35,Female,Master's Degree,Analyst,9,120000
34,Male,Master's Degree,Scientist,9,140000
33,Female,Bachelor's Degree,HR,8,95000
33,Male,High School,HR,3,38000
38,Male,Bachelor's Degree,Product,13,160000
33,Male,Bachelor's Degree,Developer,5,70000
49,Male,PhD,Engineer,15,185000
26,Female,Bachelor's Degree,Developer,2,35000
29,Female,Master's Degree,HR,3,49000
34,Male,Master's Degree,Scientist,9,140000
28,Male,Master's Degree,Engineer,5,84181
33,Male,Master's Degree,Scientist,8,120000
34,Male,Bachelor's Degree,Developer,6,120000
44,Male,PhD,Scientist,15,150000
27,Male,Bachelor's Degree,Engineer,4,160000
25,Female,Bachelor's Degree,Analyst,2,100000
29,Female,Bachelor's Degree,Developer,4,90000
29,Female,Bachelor's Degree,Developer,4,90000
41,Male,PhD,Scientist,15,157000
42,Male,Master's Degree,Product,14,180000
38,Male,Master's Degree,Engineer,10,155000
48,Male,PhD,Scientist,22,219000
32,Male,Bachelor's Degree,Product,4,65000
27,Female,Master's Degree,Engineer,3,100000
30,Female,Bachelor's Degree,Engineer,5,90000
45,Male,PhD,Scientist,19,190000
33,Female,Bachelor's Degree,Engineer,6,115000
27,Male,Bachelor's Degree,Developer,2,70000
42,Male,Master's Degree,Engineer,13,170000
40,Female,Bachelor's Degree,Financial,16,215000
29,Female,Bachelor's Degree,Analyst,6,120000
33,Male,Bachelor's Degree,Developer,6,110000
54,Male,Bachelor's Degree,Engineer,30,186321
34,Male,Bachelor's Degree,Developer,7,85000
26,Male,Bachelor's Degree,Product,2,55000
34,Female,Bachelor's Degree,HR,9,99000
41,Male,Master's Degree,Engineer,19,185000
46,Female,PhD,Engineer,16,185000
39,Male,Bachelor's Degree,Sales,11,110000
31,Male,Bachelor's Degree,Engineer,6,115000
27,Female,High School,HR,1,30000
30,Female,Master's Degree,Developer,5,105000
42,Male,PhD,Scientist,13,140000
24,Male,Bachelor's Degree,Analyst,1,92000
52,Female,PhD,Engineer,29,194214
32,Male,Bachelor's Degree,Engineer,8,190000
33,Female,Bachelor's Degree,Engineer,6,115000
54,Male,Master's Degree,Engineer,28,191239
32,Male,Master's Degree,Product,7,110000
30,Female,Bachelor's Degree,Analyst,5,145000
40,Female,PhD,Engineer,12,160000
23,Female,Bachelor's Degree,Engineer,1,50000
24,Female,High School,Sales,0,25000
36,Male,Master's Degree,Developer,8,106492
34,Male,Bachelor's Degree,Developer,10,126593
26,Female,Master's Degree,HR,3,50000
31,Male,Bachelor's Degree,Developer,8,100679
28,Female,Bachelor's Degree,Engineer,3,70397
27,Male,Bachelor's Degree,Engineer,3,70000
29,Female,Master's Degree,HR,3,49000
30,Female,PhD,Scientist,7,185000
27,Male,Bachelor's Degree,Developer,2,65000
31,Male,Bachelor's Degree,Sales,9,140000
38,Male,PhD,Scientist,11,120000
26,Male,Bachelor's Degree,Developer,2,60000
27,Male,Bachelor's Degree,Engineer,3,80000
38,Male,Master's Degree,HR,8,95000
42,Male,PhD,Engineer,14,170000
31,Female,PhD,Scientist,8,140000
27,Female,Master's Degree,Developer,4,73938
31,Male,Master's Degree,Engineer,7,140000
33,Female,Master's Degree,Developer,9,119918
28,Female,Bachelor's Degree, Analyst,3,65000
41,Male,PhD,Scientist,13,140000
43,Male,PhD,Scientist,16,162000
36,Female,Master's Degree,Engineer,13,144647
45,Male,Master's Degree,Engineer,22,182506
28,Male,Bachelor's Degree,Analyst,2,40000
27,Female,Master's Degree,HR,3,50000
32,Male,High School,Sales,3,40000
48,Male,PhD,Scientist,22,219000
27,Female,Bachelor's Degree,Developer,3,61000
30,Male,Bachelor's Degree,Developer,5,100000
26,Male,High School,Sales,2,40000
31,Male,Bachelor's Degree,Analyst,9,190000
30,Female,Bachelor's Degree,Engineer,4,80000
32,Male,High School,Sales,3,40000
36,Female,Master's Degree,Developer,7,85000
27,Male,Bachelor's Degree,Developer,2,65000
26,Male,High School,Sales,1,26000
37,Male,Master's Degree,Engineer,10,155000
22,Female,High School,Developer,0,51832
23,Female,Bachelor's Degree,Sales,1,35000
48,Female,Master's Degree,Engineer,23,185038
44,Female,PhD,Scientist,18,183000
42,Male,Master's Degree,Developer,10,110000
30,Male,Master's Degree,Financial,7,120000
24,Male,Bachelor's Degree,Developer,1,55935
23,Female,Bachelor's Degree,Engineer,1,50000
24,Female,Bachelor's Degree,Developer,1,55000
32,Female,Bachelor's Degree,Product,7,120000
25,Male,Bachelor's Degree,Product,1,60000
26,Male,Master's Degree,Engineer,3,70216
24,Male,Bachelor's Degree,Analyst,1,90000
37,Male,Bachelor's Degree,Developer,10,120000
29,Female,Bachelor's Degree,Developer,4,90000
33,Female,Master's Degree,Product,11,198000
26,Female,High School,Sales,1,35000
32,Male,Bachelor's Degree,Developer,6,110000
40,Female,Master's Degree,HR,13,120000
31,Female,PhD,Scientist,8,140000
31,Male,Master's Degree,Scientist,7,180000
27,Male,Bachelor's Degree,Developer,2,70000
27,Male,Bachelor's Degree,Developer,2,65000
36,Female,PhD,Scientist,12,170000
54,Male,PhD,Engineer,18,195000
53,Other,High School,Engineer,31,166109
35,Female,Bachelor's Degree,Product,12,190000
31,Female,PhD,Scientist,8,140000
30,Male,Master's Degree,Financial,7,120000
24,Male,Bachelor's Degree,Analyst,2,95000
35,Male,Bachelor's Degree,Engineer,8,145000
29,Female,Master's Degree,HR,3,49000
28,Female,High School,Sales,1,30000
27,Male,Bachelor's Degree,Engineer,1,55000
28,Female,Bachelor's Degree, Analyst,3,60000
50,Male,PhD,Scientist,23,225000
46,Male,PhD,Engineer,15,180000
30,Female,PhD,Scientist,7,185000
30,Male,Bachelor's Degree,Developer,4,95000
25,Female,Bachelor's Degree,Analyst,2,100000
27,Female,Bachelor's Degree,Analyst,5,125000
42,Male,Master's Degree,Engineer,13,170000
25,Male,High School,Sales,1,30000
29,Female,Bachelor's Degree,Engineer,4,140000
30,Female,Master's Degree,Engineer,5,101733
44,Male,PhD,Scientist,17,168000
32,Male,PhD,Scientist,9,140000
29,Female,High School,Sales,1,25000
43,Male,Master's Degree,Engineer,19,185000
37,Male,Bachelor's Degree,Engineer,10,150000
26,Male,Bachelor's Degree,Developer,2,60000
28,Male,Bachelor's Degree,Engineer,4,75000
26,Female,High School,Financial,3,45000
44,Male,PhD,Scientist,18,182000
24,Male,Bachelor's Degree,Analyst,1,90000
50,Male,PhD,Engineer,19,200000
33,Female,Master's Degree,Engineer,8,105000
28,Female,Bachelor's Degree,Developer,2,65000
38,Male,Bachelor's Degree,Developer,11,136285
28,Male,Bachelor's Degree,Developer,2,40000
44,Female,Master's Degree,HR,15,152000
28,Male,Bachelor's Degree,Engineer,4,160000
33,Female,Bachelor's Degree,HR,6,75000
30,Male,Bachelor's Degree,Sales,6,75000
